Unnamed: 0,title,genres
241,the epic,"{'adventure', 'history', 'mythology', 'historical-fiction', 'non-fiction', 'historical', 'college', 'high-school', 'fantasy', 'novels', 'literature', 'fiction', 'philosophy', 'school', 'adult', 'read-for-school', 'classics', 'religion', 'poetry'}"
242,the extant odes of pindar,"{'history', 'classics', 'mythology', 'literature', 'fiction', 'philosophy', 'sports', 'non-fiction', 'read-for-school', 'poetry'}"
243,punch,"{'crime', 'mystery', 'suspense', 'action', 'mystery-thriller', 'novels', 'literature', 'fiction', 'comedy', 'politics', 'thriller', '20th-century', 'american', 'humor'}"
244,mahomet,"{'literary-fiction', 'history', 'biography', 'classics', 'religion', 'philosophy', 'fiction', '20th-century', 'essays', 'non-fiction'}"
245,the essays of arthur schopenhauer,"{'history', 'biography', 'classics', 'psychology', 'reference', 'philosophy', 'fiction', 'short-stories', '20th-century', 'essays', 'politics', 'non-fiction', 'unfinished'}"
246,the way of peace,"{'christian', 'classics', 'religion', 'self-help', 'psychology', 'philosophy', 'fiction', '20th-century', 'non-fiction', 'spirituality', 'plays'}"
247,essays of schopenhauer,"{'history', 'biography', 'classics', 'psychology', 'reference', 'philosophy', 'fiction', 'short-stories', '20th-century', 'essays', 'politics', 'non-fiction', 'unfinished'}"
248,moonfleet,"{'adventure', 'middle-grade', 'crime', 'history', 'horror', 'mystery', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'childrens', 'young-adult', 'thriller', 'coming-of-age', 'historical'}"
249,men women and ghosts,"{'short-stories', 'poetry', '20th-century'}"
250,boule de suif,"{'classics', 'novels', 'realistic-fiction', 'short-stories', 'school', 'read-for-school'}"
251,chantecler,"{'classics', 'animals', 'fantasy', 'historical-fiction', 'drama', 'plays', 'humor'}"
252,greatest books,{'music'}
253,the wallet of kai lung,"{'adventure', 'mystery', 'classics', 'historical-romance', 'science-fiction', 'fantasy', 'sports', 'literature', 'fiction', 'short-stories', '20th-century', 'speculative-fiction'}"
254,a florida sketchbook,"{'animals', 'history', 'memoir', 'travel'}"
255,essays of robert louis stevenson,"{'writing', 'classics', 'self-help', 'literature', 'fiction', 'short-stories', '20th-century', 'essays', 'non-fiction'}"
256,impressions of theophrastus such,"{'classics', 'novels', 'philosophy', 'fiction', 'historical-fiction', '20th-century', 'essays', 'school', 'non-fiction'}"
257,lettres degypte,{'fiction'}
258,thrilling adventures,"{'adventure', 'crime', 'mystery', 'fantasy', 'short-stories', 'fiction', 'theology', 'humor'}"
259,enquire within upon everything,"{'reference', 'non-fiction'}"
260,courage,"{'adventure', 'middle-grade', 'classics', 'novels', 'fiction', 'historical-fiction', 'realistic-fiction', 'childrens', 'young-adult', 'school', 'non-fiction', 'read-for-school', 'coming-of-age', 'historical'}"
261,a wanderer in florence,"{'history', 'biography', 'classics', 'travel', 'fiction', 'essays', 'memoir', 'humor'}"
262,the mirror of kong ho,"{'mystery', 'classics', 'historical-romance', 'fantasy', 'fiction', 'speculative-fiction', 'humor'}"
263,philippine folklore stories,"{'mythology', 'literature', 'short-stories', 'childrens', 'supernatural'}"
264,inca land,"{'fiction', 'american', 'travel'}"
265,ancient and modern physics,"{'amazon', 'classics'}"
266,le horla and others,"{'romance', 'horror', 'roman', 'mystery', 'classics', 'novella', 'science-fiction', 'fantasy', 'novels', 'literature', 'short-stories', 'fiction', '20th-century', 'paranormal', 'school', 'read-for-school'}"
267,the moving picture boys at panama,{'history'}
268,probable sons,"{'christian', 'history', 'classics', 'family', 'fiction', 'historical-fiction', 'childrens', 'non-fiction', 'drama'}"
269,the scouts of the valley,"{'adventure', 'history', 'historical-fiction', 'war', 'young-adult', 'non-fiction', 'historical'}"
270,deserted,"{'romance', 'teen', 'paranormal', 'fantasy', 'fiction', 'young-adult', 'magic', 'supernatural', 'urban-fantasy', 'paranormal-romance'}"
271,homeward bound,"{'romance', 'contemporary', 'novella', 'amazon', 'fiction', 'contemporary-romance', 'music', 'adult', 'new-adult'}"
272,selfhelp,"{'history', 'classics', 'self-help', 'spirituality', 'psychology', 'philosophy', 'fiction', 'science', 'non-fiction', 'economics', 'business'}"
273,matrimonial openings,"{'fiction', 'comedy'}"
274,odd man out,"{'contemporary', 'horror', 'crime', 'religion', 'novella', 'death', 'short-stories', 'fiction', 'thriller', 'adult', 'coming-of-age', 'american', 'lgbt', 'humor'}"
275,peters pence,"{'fiction', 'mystery-thriller'}"
276,the head of the family,"{'classics', 'sports', 'short-stories', 'fiction', '20th-century', 'realistic-fiction', 'drama', 'historical'}"
277,tristram shandy,{'classics'}
278,prize money,"{'romance', 'contemporary', 'fiction', 'adult', 'lgbt'}"
279,double dealing,"{'romance', 'contemporary', 'crime', 'erotica', 'action', 'contemporary-romance', 'unfinished'}"
280,keeping up appearances,"{'romance', 'contemporary', 'teen', 'high-school', 'sports', 'fiction', 'young-adult', 'contemporary-romance', 'relationships', 'humor'}"
281,sailors knots entire collection,"{'adventure', 'horror', 'classics', 'reference', 'amazon', 'short-stories', 'fiction', 'comedy', 'non-fiction', 'humor'}"
282,dahcotah,"{'history', 'reference', 'fiction', 'memoir', 'non-fiction', 'historical'}"
283,the wits and beaux of society,"{'classics', 'fiction', 'essays'}"
284,paths of glory,"{'adventure', 'history', 'biography', 'mystery', 'family', 'travel', 'novels', 'mystery-thriller', 'fiction', 'historical-fiction', 'sports', 'thriller', 'adult', 'non-fiction', 'drama', 'historical'}"
285,the return of sherlock holmes,"{'crime', 'mystery', 'classics', 'literature', 'fiction', 'historical-fiction', 'short-stories'}"
286,a modest proposal,"{'literary-fiction', 'history', 'sports', 'historical-fiction', 'comedy', 'non-fiction', 'historical', 'college', 'high-school', 'novels', 'philosophy', 'fiction', 'literature', '20th-century', 'essays', 'school', 'adult', 'read-for-school', 'humor', 'classics', 'short-stories', 'politics'}"
287,the anatomy of melancholy,"{'history', 'writing', 'classics', 'religion', 'self-help', 'psychology', 'reference', 'philosophy', 'fiction', 'literature', '20th-century', 'essays', 'science', 'non-fiction', 'unfinished', 'poetry', 'art'}"
288,literary remains,"{'short-stories', 'fiction', 'horror'}"
289,the fortunate foundlings,"{'classics', 'fiction', '20th-century', 'novels'}"
290,the sword of welleran,"{'short-stories', 'fiction', '20th-century', 'fantasy'}"
291,history of england,"{'history', 'biography', 'classics', 'literature', 'fiction', 'historical-fiction', 'short-stories', '20th-century', 'comedy', 'adult', 'non-fiction', 'politics', 'young-adult', 'historical', 'humor'}"
292,dead souls,"{'literary-fiction', 'roman', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', '20th-century', 'school', 'unfinished', 'historical', 'humor'}"
293,the worshipper of the image,"{'fiction', 'horror'}"
294,a versailles christmastide,"{'historical-fiction', 'christmas'}"
295,anne severn and the fieldings,"{'classics', 'fiction', 'historical-fiction'}"
296,de kleine johannes,"{'roman', 'classics', 'fantasy', 'novels', 'literature', 'fiction', 'adult-fiction', '20th-century', 'historical-fiction', 'philosophy', 'school', 'adult', 'read-for-school', 'unfinished'}"
297,een liefde,"{'roman', 'classics', 'literature', '20th-century', 'school', 'historical'}"
298,manfredo,"{'horror', 'classics', 'fantasy', 'literature', 'fiction', 'read-for-school', '20th-century', 'short-stories', 'dark', 'school', 'adult', 'drama', 'poetry', 'unfinished', 'plays', 'college'}"
299,el paraiso de las mujeres,"{'fiction', 'novella', 'novels'}"
300,reise durch england und schottland,"{'20th-century', 'non-fiction'}"
301,the bookbills of narcissus,{'fiction'}
302,roman history books iiii,"{'history', 'classics', 'fiction', 'historical-fiction', 'non-fiction', 'unfinished', 'historical'}"
303,ludvigsbakke,"{'romance', 'classics', 'literature', 'fiction', '20th-century', 'read-for-school'}"
304,cinderella,"{'romance', 'adventure', 'picture-books', 'classics', 'fantasy', 'novels', 'literature', 'fiction', 'short-stories', 'love', 'childrens', 'young-adult', 'school', 'magic'}"
305,explorers of australia,{'reference'}
306,the life of captain james cook,"{'adventure', 'literary-fiction', 'history', 'biography', 'fiction', 'historical-fiction', 'non-fiction'}"
307,a gentleman from mississippi,"{'classics', 'historical-fiction', '20th-century'}"
308,natalie,"{'middle-grade', 'picture-books', 'animals', 'classics', 'fiction', 'short-stories', 'comedy', 'childrens'}"
309,saved at sea,"{'christian', 'classics', 'religion', 'fiction', 'historical-fiction', 'childrens', 'school', 'read-for-school', 'historical'}"
310,the life of john sterling,{'history'}
311,philaster,"{'historical', 'classics', 'reference', 'fiction', 'comedy', '20th-century', 'love', 'dark', 'school', 'drama', 'plays', 'college', 'lgbt', 'humor'}"
312,our gift,{'spirituality'}
313,atlantic monthly,{'unfinished'}
314,a narrative of the siege of delhi,{'war'}
315,my native land,{'non-fiction'}
316,andrew jackson,"{'history', 'biography', 'reference', 'fiction', 'politics', 'historical-fiction', 'war', 'school', 'non-fiction', 'read-for-school', 'historical'}"
317,paul and virginia,"{'romance', 'roman', 'classics', 'novels', 'literature', 'fiction', 'graphic-novels', '20th-century', 'historical-fiction', 'philosophy', 'unfinished'}"
318,juha,"{'roman', 'classics', 'novels', 'fiction', 'historical-fiction', '20th-century', 'school', 'historical'}"
319,clerambault,"{'romance', 'literary-fiction', 'psychology', 'fiction', 'historical'}"
320,the abandoned room,"{'horror', 'crime', 'mystery', 'classics', 'suspense', 'family', 'mystery-thriller', 'novels', 'fiction', 'graphic-novels', '20th-century', 'non-fiction', 'relationships', 'american'}"
321,at sunwich port complete,"{'fiction', 'historical'}"
322,the tragedies of the medici,"{'history', 'politics', 'non-fiction', 'spirituality', 'art'}"
323,the mule,"{'crime', 'mystery', 'fantasy', 'fiction', 'comedy', 'thriller', 'humor'}"
324,john quincy adams,"{'history', 'biography', 'philosophy', 'fiction', 'politics', 'historical-fiction', '20th-century', 'war', 'non-fiction', 'american', 'historical'}"
325,teddys button,"{'christian', 'picture-books', 'classics', 'religion', 'family', 'novels', 'fiction', 'historical-fiction', 'realistic-fiction', 'childrens', 'young-adult'}"
326,crescent and iron cross,"{'history', 'novella', 'literature', 'fiction', 'war'}"
327,the eagles shadow,"{'middle-grade', 'teen', 'historical-fiction', 'young-adult', 'historical'}"
328,the untamed,"{'romance', 'contemporary', 'writing', 'sports', 'contemporary-romance'}"
329,babylonian and assyrian literature,"{'poetry', 'theology'}"
330,arthur hamilton and his dog,{'20th-century'}
331,mrs eliza haywood,"{'biography', 'writing', 'classics', 'fiction', 'essays'}"
332,moonface and other stories,"{'romance', 'literary-fiction', 'adventure', 'horror', 'crime', 'writing', 'classics', 'sports', 'literature', 'short-stories', 'fiction', '20th-century', 'american'}"
333,dawn,"{'history', 'biography', 'novella', 'historical-fiction', 'non-fiction', 'historical', 'roman', 'high-school', 'novels', 'literature', 'fiction', 'philosophy', '20th-century', 'adult', 'school', 'classics', 'religion', 'adult-fiction', 'war', 'memoir'}"
334,thomas jefferson,"{'history', 'biography', 'fiction', 'politics', 'historical-fiction', 'non-fiction', 'american', 'college'}"
335,john adams,"{'history', 'biography', 'fiction', 'politics', 'war', 'historical-fiction', '20th-century', 'adult', 'non-fiction', 'american', 'historical'}"
336,james madison,"{'21st-century', 'history', 'biography', 'fiction', 'politics', 'war', 'historical-fiction', 'non-fiction', 'american', 'historical'}"
337,the wendigo,"{'adventure', 'history', 'novella', 'mythology', 'historical-fiction', 'speculative-fiction', 'historical', 'horror', 'mystery', 'fantasy', 'novels', 'literature', 'fiction', 'mystery-thriller', '20th-century', 'adult', 'classics', 'paranormal', 'short-stories', 'thriller', 'supernatural'}"
338,olivia in india,"{'biography', 'classics', 'historical-romance', 'fiction', 'historical-fiction', 'adult-fiction', '20th-century', 'young-adult'}"
339,renascence and other poems,"{'feminism', 'classics', 'literature', 'fiction', 'love', '20th-century', 'adult', 'poetry', 'american', 'college'}"
340,the bickerstaffpartridge papers,"{'history', 'classics', 'literature', 'philosophy', 'comedy', '20th-century', 'science', 'fiction', 'essays', 'humor'}"
341,three young knights,"{'adventure', 'classics', 'short-stories', 'historical-fiction', 'fiction', 'american'}"
342,phantom fortune a novel,"{'mystery', 'classics', 'novels', 'fiction', 'historical-fiction', '20th-century', 'adult'}"
343,los amantes de teruel,"{'romance', 'classics', 'novels', 'literature', 'fiction', 'historical-fiction', 'drama', 'plays'}"
344,buried alive a tale of these days,"{'classics', 'novella', 'art', 'novels', 'literature', 'fiction', 'short-stories', 'historical-fiction', 'love', 'young-adult', 'humor'}"
345,the infants delight poetry,"{'poetry', 'childrens'}"
346,english poems,"{'middle-grade', 'history', 'classics', 'religion', 'literature', 'fiction', 'read-for-school', 'poetry', 'theology'}"
347,james monroe,"{'history', 'biography', 'reference', 'fiction', 'politics', 'war', 'non-fiction', 'read-for-school', 'american'}"
348,two years ago volume i,"{'classics', '20th-century'}"
349,greatest books v,"{'classics', 'fiction', 'literature'}"
350,young lives,"{'contemporary', 'literary-fiction', 'history', 'biography', 'reference', 'fiction', 'politics', 'non-fiction'}"
351,the lands of the saracen,"{'fiction', '20th-century', 'history'}"
352,tulitikkuja lainaamassa,"{'romance', 'classics', 'fiction', 'comedy', '20th-century', 'realistic-fiction', 'adult-fiction', 'historical', 'new-adult', 'humor'}"
353,the lullaby,"{'romance', 'contemporary', 'family', 'chick-lit', 'fiction', 'contemporary-romance', 'adult', 'non-fiction', 'unfinished'}"
354,the wonderful adventures of nils,"{'adventure', 'middle-grade', 'roman', 'classics', 'animals', 'novella', 'fantasy', 'travel', 'novels', 'fiction', 'literature', '20th-century', 'childrens', 'young-adult', 'magic'}"
355,the headsman,"{'horror', 'thriller', 'mystery-thriller', 'mystery'}"
356,tamburlaine the great part i,"{'history', 'classics', 'literature', 'fiction', 'read-for-school', '20th-century', 'historical-fiction', 'school', 'drama', 'plays'}"
357,the claim jumpers,"{'classics', 'fiction'}"
358,elusive isabel,"{'classics', '20th-century', 'mystery-thriller', 'mystery'}"
359,american humor,"{'fiction', 'comedy', 'essays', 'non-fiction', 'theology', 'american', 'humor'}"
360,the stories of the three burglars,{'literature'}
361,the light of western stars,"{'romance', 'adventure', 'classics', 'fiction', 'historical-fiction', '20th-century', 'adult', 'historical'}"
362,love affairs musicians,"{'romance', 'biography', 'classics', 'fiction', 'music', 'american'}"
